Unnamed: 0,pharmacy_id,name,operator,street,housenumber,postcode,suburb,phone,website,openinghours,dispensing,wheelchair_accessible,latitude,longitude,district,district_id
79,307983960,leo apotheke,,müllerstraße,152,13353.0,Wedding,,https://www.leoapotheke.de/,mo-fr 08:30-19:00; sa 09:00-14:00,no,yes,52.5463569,13.3586662,Mitte,11001001
80,308019535,apotheke 24,,,,,,,,mo-fr 08:00-18:30; sa 09:00-14:00,yes,yes,52.5054076,13.5142084,Lichtenberg,11011011
81,308719063,hedwig-apotheke,,oberhofer weg,2,12209.0,Lichterfelde,+49307722580,,mo-fr 08:30-18:30; sa 08:00-13:30,yes,yes,52.4274299,13.3262036,Steglitz-Zehlendorf,11006006
82,310377174,ahorn apotheke,bettina achilles,innsbrucker straße,25,10825.0,Schöneberg,+493085729720,https://www.ahorn-apotheke-berlin-schoeneberg.de/,mo-fr 08:30-18:30; sa 08:30-13:00,yes,no,52.4801897,13.3428141,Tempelhof-Schöneberg,11007007
83,310764887,berliner bär-apotheke,britta küttner,,,,,,,mo-fr 08:00-18:30,yes,yes,52.5057922,13.5128096,Lichtenberg,11011011
84,311089081,m.c. apotheke,,schlüterstraße,35,10629.0,Charlottenburg,,,,yes,limited,52.5028212,13.3167347,Charlottenburg-Wilmersdorf,11004004
85,312714262,tauern-apotheke,,albulaweg,29,12107.0,Mariendorf,+490307411234,https://www.tauern-apotheke.de/,mo-fr 8:00-20:00; sa 08:00-14:00,yes,yes,52.4236416,13.3978849,Tempelhof-Schöneberg,11007007
86,312956048,alexandrinen-apotheke,,warnemünder straße,29,14199.0,Schmargendorf,+49308233078,,mo-fr 08:30-18:30; sa 09:00-13:00,yes,no,52.4752159,13.2899562,Charlottenburg-Wilmersdorf,11004004
87,313173921,pankow-apotheke,christoph gümpel,stubnitzstraße,31,13189.0,Pankow,,https://www.pankow-apotheke.de/,mo-fr 08:00-19:00; sa 08:00-13:00,yes,limited,52.5667802,13.4155075,Pankow,11003003
88,313584459,apotheke dahlem-dorf,,königin-luise-straße,38,14195.0,Dahlem,,,mo-fr 08:30-18:30; sa 08:30-13:30,yes,limited,52.4578484,13.2924415,Steglitz-Zehlendorf,11006006
89,313933591,arkona apotheke,,kastanienallee,38,10119.0,Mitte,,,mo-fr 08:00-20:00; sa 08:00-18:00,yes,,52.5355836,13.4063535,Mitte,11001001
90,314022672,insel apotheke,,giesebrechtstraße,13,10629.0,Charlottenburg,,,mo-fr 08:00-18:30; sa 08:30-13:00,yes,no,52.5015083,13.3110277,Charlottenburg-Wilmersdorf,11004004
91,315234035,preußenapotheke,,kurfürstenstraße,57,12105.0,Mariendorf,,,mo-fr 08:30-19:00; sa 08:30-14:00,yes,yes,52.4479601,13.3849712,Tempelhof-Schöneberg,11007007
92,315803527,regina apotheke,,martin-luther-straße,58,10779.0,Schöneberg,,,mo-fr 08:00-18:30; sa 08:00-14:00,yes,no,52.4912774,13.3447676,Tempelhof-Schöneberg,11007007
93,315820338,akazien-apotheke,,hauptstraße,19,10827.0,Schöneberg,+493076768777,https://www.akazien-apotheke-berlin-app.de/,mo-fr 09:00-19:00; sa 09:00-18:00,yes,yes,52.4866004,13.3565305,Tempelhof-Schöneberg,11007007
94,316533474,waage apotheke,,kurfürstendamm,142,10709.0,Halensee,,,mo-fr 08:30-20:00; sa 08:30-19:00,yes,yes,52.497907,13.2973176,Charlottenburg-Wilmersdorf,11004004
95,316704530,aida apotheke,,osnabrücker straße,4,10589.0,Charlottenburg,+49303445656,,mo-fr 08:30-18:30; sa 09:00-13:00,yes,no,52.5260065,13.3022696,Charlottenburg-Wilmersdorf,11004004
96,317148496,petersburger apotheke,,petersburger platz,3,10249.0,Friedrichshain,,,mo-fr 08:00-19:00; sa 09:00-14:00,yes,yes,52.5214676,13.4496352,Friedrichshain-Kreuzberg,11002002
97,317175755,albrecht-apotheke steglitz,fr. martina bethke e.k.,schloßstraße,40,12165.0,Steglitz,+49307926084,,mo-th 08:00-19:00; fr 08:00-18:30,yes,yes,52.4565269,13.319862,Steglitz-Zehlendorf,11006006
98,317552407,easy apotheke,christian melzer e.k.,rudower chaussee,12,12489.0,Adlershof,,,mo-th 08:00-19:30; sa 09:00-18:00; ph off; fr 08:00-20:00,yes,yes,52.4332816,13.5362695,Treptow-Köpenick,11009009
99,317552408,aesculap apotheke,christian melzer e.k.,albert-einstein-straße,2,12489.0,Adlershof,+493063922358,https://www.aesculap-berlin.de/,"mo,tu,th 08:00-18:30; we,fr 08:00-18:00",yes,yes,52.4317485,13.5373807,Treptow-Köpenick,11009009
100,317614303,fräulein beckers lieblingsapotheke,,karl-marx-allee,101,10243.0,Friedrichshain,,,"mo-fr 09:00-13:00,15:00-18:30",yes,yes,52.5174584,13.4428803,Friedrichshain-Kreuzberg,11002002
101,319092509,merlin-apotheke,,,,,,,,"mo-we,fr 08:00-18:30; th 08:00-19:30; sa 09:00-13:00",yes,limited,52.5267866,13.4149448,Mitte,11001001
102,319494473,apotheke im kaufzentrum,,siemensdamm,43,13629.0,Siemensstadt,+493038302320,https://www.apotheken.de/club/13629/apotheke-im-kaufzentrum/,mo-fr 08:30-18:30; sa 09:00-14:00,yes,,52.5361217,13.2754707,Spandau,11005005
103,322151533,apotheke am koppenplatz,,,,,,+493028598313,http://www.wolfgang-weidlich.de/,mo-fr 08:30-19:00; sa 09:00-14:00,yes,yes,52.5274856,13.3978184,Mitte,11001001
104,322490383,alexa apotheke,,grunerstraße,20,10179.0,Mitte,,,mo-fr 09:00-19:00; sa 10:00-19:00,yes,yes,52.5189866,13.4155159,Mitte,11001001
105,323597684,gertruden-apotheke,norbert bartetzko,lankwitzer straße,1,12209.0,Lichterfelde,+49307721096,,mo-fr 08:30-19:00; sa 08:00-14:00,yes,yes,52.4285785,13.3284113,Steglitz-Zehlendorf,11006006
106,324023598,cecilien-apotheke,ludger klabes,,6,12619.0,Hellersdorf,,,"mo-fr 08:00-19:00, sa 08:00-13:00; ph off",yes,yes,52.5207833,13.5917073,Marzahn-Hellersdorf,11010010
107,324363717,apotheke am strausberger platz,christine gunkel e.k.,strausberger platz,11-12,10243.0,Friedrichshain,+49302493863,https://www.strausberger-platz-berlin.de/,mo-fr 09:00-18:30; sa 09:00-13:00,yes,yes,52.5177829,13.4292246,Friedrichshain-Kreuzberg,11002002
108,324789478,anker apotheke,,alt-marienfelde,55,12277.0,Marienfelde,,,"sa 08:30-13:00; we 08:30-13:00; mo,tu,th,fr 08:00-18:30",yes,yes,52.4130862,13.3638844,Tempelhof-Schöneberg,11007007
109,330966646,hölderlin-apotheke,,wilhelmstraße,20,10963.0,Kreuzberg,,,"mo,tu,th 08:30-19:00; we,fr 08:30-18:30",yes,yes,52.5031924,13.3883155,Friedrichshain-Kreuzberg,11002002
110,332555438,seume-apotheke,,wühlischstraße,20,10245.0,Friedrichshain,,,mo-fr 09:00-19:00; sa 09:00-14:00,yes,limited,52.5088216,13.4612497,Friedrichshain-Kreuzberg,11002002
111,332555440,apotheke am ostkreuz,,sonntagstraße,12,10245.0,Friedrichshain,+49302916212,http://www.apotheke-am-ostkreuz.de/,mo-fr 09:00-19:00; sa 09:00-13:00,yes,yes,52.5062364,13.4658756,Friedrichshain-Kreuzberg,11002002
112,332961993,apotheke am nauener platz,,,,,,,,mo-fr 08:30-18:30; sa 08:30-14:00,yes,yes,52.551654,13.3669194,Mitte,11001001
113,332964520,dr. gropler´s apotheke,,,,13347.0,,,,mo-fr 08:00-18:30; sa 08:00-13:00,yes,yes,52.5498675,13.3686632,Mitte,11001001
114,333408605,werbellin-apotheke,,hermannstraße,52,12049.0,Neukölln,,,mo-fr 08:30-20:00; sa 09:00-18:00; su off,yes,yes,52.4776537,13.4258598,Neukölln,11008008
115,333410692,apotheke am herrfurthplatz,,herrfurthstraße,9,12049.0,Neukölln,,,mo-fr 09:00-19:00; sa 09:00-14:00,yes,limited,52.4773102,13.4229686,Neukölln,11008008
116,333909847,driesener apotheke,,driesener straße,19,10439.0,Prenzlauer Berg,,https://driesener-apotheke.de,"mo,tu,th 08:00-19:30; we,fr 08:00-18:30; sa 08:00-13:00",yes,no,52.5528911,13.4058278,Pankow,11003003
117,336117214,grüne apotheke 62,,wilmersdorfer straße,62,10627.0,,,,"mo-fr 09:00-19:00; sa 10:00-16:00; su,ph off",yes,yes,52.507096,13.3063256,Charlottenburg-Wilmersdorf,11004004
118,340129941,apotheke carmer-7,bettina moeglich,carmerstraße,7,10623.0,Charlottenburg,+493031809444,https://www.apotheke-carmer-7.de/,"mo-tu,th-fr 08:00-20:00; we 08:00-19:00; sa 09:00-14:00",yes,no,52.5068886,13.3234474,Charlottenburg-Wilmersdorf,11004004
119,347298415,seydlitz-apotheke,,kaiser-wilhelm-straße,30,12247.0,Lankwitz,+49307723035,,mo-fr 08:30-18:00; sa 09:30-13:00,no,yes,52.4316877,13.3373088,Steglitz-Zehlendorf,11006006
120,347422942,eichen apotheke,,drakestraße,29a,12205.0,Lichterfelde,+49308334422,http://www.eichenapotheke.com,mo-fr 08:30-19:00; sa 08:30-14:00,yes,yes,52.4415204,13.2986338,Steglitz-Zehlendorf,11006006
121,348052909,augusta-apotheke am mexikoplatz,,argentinische allee,1,14163.0,Zehlendorf,,,mo-fr 08:30-18:30; sa 08:30-13:00,no,,52.4380311,13.233166,Steglitz-Zehlendorf,11006006
122,349301668,leibniz apotheke berlin,,kantstraße,130b,10625.0,Charlottenburg,,,mo-fr 08:30-19:00; sa 09:00-14:00,yes,yes,52.5060889,13.3140939,Charlottenburg-Wilmersdorf,11004004
123,352983796,kronen apotheke,,schützenstraße,7,12165.0,Steglitz,+493079702993,https://www.kronen-apotheke-berlin.com/,"mo-fr 08:00-18:00; sa 08:00-13:00; su,ph off",no,,52.4544874,13.3238828,Steglitz-Zehlendorf,11006006
124,353744167,apotheke am flughafen,,manfred-von-richthofen-straße,2,12101.0,Tempelhof,,https://www.apo-am-flughafen.de/,mo-fr 08:30-18:30; sa 08:30-13:00,yes,limited,52.4845367,13.3847889,Tempelhof-Schöneberg,11007007
125,356807869,arcaden apotheke,,schönhauser allee,79,10439.0,,+493044734752,https://www.arcaden-apotheke-berlin.de,mo-fr 08:30-20:00; sa 09:00-20:00,yes,yes,52.5495274,13.4153133,Pankow,11003003
126,366186442,hutten-apotheke,,gotzkowskystraße,1,10555.0,Moabit,,https://www.hutten-apotheke-berlin.de/,mo-fr 08:30-19:00; sa 08:30-13:30,yes,yes,52.5270388,13.3302792,Mitte,11001001
