id,name,address,postal_code,district,latitude,longitude,operator,capacity,source,created_at,updated_at
556,Aufgepasst,Unknown,Unknown,Nan,52.4825549,13.318573,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
557,Kita Miki,Unknown,Unknown,Nan,52.5149354,13.4464747,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
558,Kita Paradiesvögel Zebrafinken,"Burgsdorfstraße 13A, 13353 Berlin",13353,Wedding,52.5425889,13.3626312,eventus-BILDUNG gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
559,Kita Hopsemops e.V.,"Karl-Marx-Allee 124, 10243 Berlin",10243,Nan,52.515922,13.448463,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
560,Kita Buntstift,"Pfarrstraße 91, 10317 Berlin",10317,Rummelsburg,52.506124,13.4779379,Sozialdiakonische Arbeit Lichtenberg-Oberspree,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
561,Kita Arbolitos,"Baumschulenstraße 103, 12437 Berlin",12437,Baumschulenweg,52.4689558,13.4907092,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
562,Kita Sternthaler,"Gubener Straße 1, 10243 Berlin",10243,Nan,52.5155479,13.4447811,Das Haus e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
563,Kindertagesstätte St. Karl Borromäus,"Delbrückstraße 33, 14193 Berlin",14193,Grunewald,52.4837799,13.2807891,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
564,Kita St. Nikolai,"Behnitz 3, 13597 Berlin",13597,Spandau,52.5390561,13.2085542,Evangelische Kirchengemeinde St. Nikolai,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
565,Kita Lieblingsplatz,Unknown,Unknown,Nan,52.5114298,13.4700577,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
566,Regenbogenfabrik Kita,"Lausitzer Straße 21a, 10999 Berlin",10999,Nan,52.495803,13.4265669,Regenbogenfabrik e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
567,"Kita ""Die Plänter""","Rodelbergweg 2, 12437 Berlin",12437,Baumschulenweg,52.4683561,13.4932242,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
568,Kita Zwergenbaude I,"Chodowieckistraße 35, 10405 Berlin",10405,Prenzlauer Berg,52.5364555,13.4291666,Zwergenbaude e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
569,EKT Gartenkinder e.V.,Unknown,Unknown,Nan,52.5638377,13.4209055,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
570,Kita der Kath. Kirchengem. St. Georg,Unknown,Unknown,Nan,52.567623,13.422091,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
571,be smart academy,"Torstraße 134, 10119 Berlin",10119,Nan,52.5293522,13.3999347,"be smart academy ""Alte Seifenfabrik"" gGmbH",Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
572,Kita Oscar e.V.,"Neuendorfer Straße 72, 13585 Berlin",13585,Hakenfelde,52.5491314,13.2100528,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
573,Pinepako e.V.,"Straßmannstraße 28, 10249 Berlin",10249,Friedrichshain,52.5224298,13.4517162,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
574,Grüne Wolke,"Straßmannstraße 36, 10249 Berlin",10249,Friedrichshain,52.5226583,13.4526872,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
575,Kita Elements,"Eldenaer Straße 46, 10247 Berlin",10247,Friedrichshain,52.5204056,13.4603709,KLAX gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
576,Kinderstube in Berlin,"Klopstockstraße 1, 10557 Berlin",10557,Hansaviertel,52.5148575,13.3373993,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
577,Ingrids Kindergarten,Unknown,Unknown,Nan,52.5045328,13.2945456,Ingrids Kindergarten e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
578,Kinderladen Josephine,"Kopenhagener Straße 65, 10437 Berlin",10437,Prenzlauer Berg,52.54888,13.4085358,EKT-Josephine e. V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
579,Kita kleine Wichtel,"Marksburgstraße 38,40, 10318 Berlin",10318,Karlshorst,52.4867675,13.5243787,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
580,Rasselbande,"Weserstraße 212, 12047 Berlin",12047,Neukölln,52.4884162,13.427275,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
581,Stubs und Fridolin,Unknown,Unknown,Nan,52.5394964,13.2691092,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
582,Kita Kastanienknirpse,"Kastanienallee 53, 12627 Berlin",12627,Hellersdorf,52.5398504,13.6000435,pad gGmbH,70.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
583,Harry's Kids Club,"Peter-Vischer-Straße 12, 12157 Berlin",12157,Schöneberg,52.464601,13.3429747,Harry's Kids Club-Lückeprojekt e.V.,26.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
584,Kita Balou,"Neuköllner Straße 312, 12357 Berlin",12357,Rudow,52.4210154,13.488001,EKTs e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
585,KiKo Hort II,"Pohlstraße 74, 10785 Berlin",10785,Tiergarten,52.5017447,13.3610111,Kinderkollektiv 70 e. V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
586,Herzberger Wurzelzwerge,"Hagenstraße 49, 10365 Berlin",10365,Lichtenberg,52.513974,13.4994545,Herzberger Wurzelzwerge e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
587,kinderinsel,"Eichendorffstraße 17, 10115 Berlin",10115,Mitte,52.5301889,13.3872605,Kinderinsel e.V. Inselnest,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
588,lilolei - Deutsch-Englischer Kinderladen,Unknown,Unknown,Nan,52.4937708,13.3221128,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
589,Kita Paul & Paula,"Roelckestraße 30,31, 13086 Berlin",13086,Weißensee,52.5546162,13.446902,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
590,Unknown,Unknown,Unknown,Nan,52.4877861,13.2774378,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
591,Kinderinsel MITTEndrin,"Garnisonkirchplatz 2, 10178 Berlin",10178,Nan,52.5218727,13.4017995,Kinderinsel MITTEndrin - Kita am Hackeschen Markt e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
592,Kita an der Hochschule für Wirtschaft und Recht,"Badensche Straße 50-51, 10825 Berlin",10825,Schöneberg,52.485432,13.3377964,studierendenWERK BERLIN,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
593,Kindertagesstätte Genezareth,"Allerstraße 33-34, 12049 Berlin",12049,Neukölln,52.4744519,13.4220286,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
594,EKT Fliegenpilz e.V.,Unknown,Unknown,Nan,52.4659416,13.3198005,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
595,KinderFan,Unknown,Unknown,Nan,52.4916528,13.4334125,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
596,Wurzelkinder - Waldkindergarten Frohnau,Unknown,Unknown,Nan,52.6555274,13.2838911,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
597,Finowkids e.V.,"Pariser Straße 3, 10719 Berlin",10719,Wilmersdorf,52.4962372,13.3290445,Finowkids e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
598,Waldorfkindergarten Fliederhof,"Zionskirchstraße 49, 10119 Berlin",10119,Mitte,52.5341872,13.4065682,Waldorfkindergarten Fliederhof Berlin-Mitte e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
599,Die Zauberworte,"Zauritzweg 9, 10585 Berlin",10585,Charlottenburg,52.5129253,13.3124965,Familie im Zentrum FiZ gGmbH,20.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
600,EKT Kulturküken,"Schillerstraße 64, 10627 Berlin",10627,Charlottenburg,52.5096533,13.3009537,Kulturküken e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
601,EKT - Pumuckel e.V. Kila II,Unknown,Unknown,Nan,52.5094959,13.299689,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
602,Kita Pumuckel,Unknown,Unknown,Nan,52.5093563,13.3003432,Kita Pumuckel e.V,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
603,Friedrichshainer Zwerge,"Revaler Straße 10, 10245 Berlin",10245,Friedrichshain,52.5082092,13.4537332,Unknown,30.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
604,Kinderladen Windmühle,"Sophie-Charlotten-Straße 84, 14059 Berlin",14059,Charlottenburg,52.5142393,13.2883235,Kinderladen Windmühle e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
605,Heinrich-Zille-Kindergarten,Unknown,Unknown,Nan,52.5150424,13.2881389,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
606,Jungle Kita,"Wiener Straße 23, 10999 Berlin",10999,Kreuzberg,52.4971369,13.4321182,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
607,Kita Bienchen,Unknown,Unknown,Nan,52.5310258,13.4248529,BiLingua gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
608,Kinderzeit,Unknown,Unknown,Nan,52.4208647,13.5365952,Unknown,32.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
609,Kleine Kosmonauten,"Allee der Kosmonauten 67, 12681 Berlin",12681,Marzahn,52.5276251,13.5433593,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
610,Kindergarten Aufgepasst,"Blissestraße 45, 10713 Berlin",10713,Wilmersdorf,52.4809522,13.3205763,Aufgepasst e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
611,Die kleinen Frösche,Unknown,Unknown,Nan,52.5495968,13.3612097,Kinderland Wedding e. V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
612,Kita ZwergNasen,"Paulsborner Straße 10, 10709 Berlin",10709,Nan,52.4967479,13.3039969,ZwergNasen gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
613,Kita el caracol/Gestaltpäd.Kindergarten e.V.,"Zähringerstraße 14, 10707 Berlin",10707,Wilmersdorf,52.496128,13.311787,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
614,Kita Zwergenstube,"Am Bärensprung 42, 13503 Berlin",13503,Heiligensee,52.6103791,13.2472748,Montessori-Kinderhaus EKT Zwergenstube e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
615,Kinderladen Spieltraum,"Kinzigstraße 11, 10247 Berlin",10247,Friedrichshain,52.5135475,13.4661533,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
616,Verbundpflegestelle Winnie-Pooh,"Werderstraße 31, 12103 Berlin",12103,Tempelhof,52.4589224,13.3818201,Unknown,10.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
617,Kita Lotusblüte,Unknown,Unknown,Nan,52.5772272,13.4010697,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
618,Evangelische Kita St. Ursula,"Wegelystraße 12, 10623 Berlin",10623,Charlottenburg,52.5150869,13.334787,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
619,Evangelische Kita Blauwal,"Schwiebusser Straße 6, 10965 Berlin",10965,Nan,52.4859936,13.3924437,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
620,Kindertagesstätte am Tegeler Fließ,"Waidmannsluster Damm 7E, 13507 Berlin",13507,Tegel,52.5960889,13.2831042,Gemeinde auf dem Weg e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
621,Katholische Kindertagesstätte St. Michael,"Dresdener Straße 29, 10999 Berlin",10999,Kreuzberg,52.504294,13.415159,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
622,Kindergarten Krabbelkäfer,"Burgemeisterstraße 76, 12103 Berlin",12103,Tempelhof,52.4569827,13.3822392,IKT Stadtindianer e.V.,26.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
623,LifExperience,"Reinickendorfer Straße 99, 13347 Berlin",13347,Wedding,52.5469016,13.3689555,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
624,Kita Paradiesvögel,Plantagenstraße 9,Unknown,Nan,52.5466954,13.3671302,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
625,Wir werden immer größer,Unknown,Unknown,Nan,52.5513936,13.366711,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
626,Montessori-Kinderhaus,"Eulerstraße 18, 13357 Berlin",13357,Gesundbrunnen,52.5533738,13.3903128,Montessori Kinderhaus Wedding e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
627,Nice-Bildung e.V.,"Nazarethkirchstraße 49 A, 13347 Berlin",13347,Nan,52.5480622,13.3594914,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
628,Schülerladen Schnuppe,"Goltzstraße 21, 10781 Berlin",10781,Schöneberg,52.4941286,13.3540383,Schülerladen Schnuppe e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
629,Arche Noah,"Hildegardstraße 16, 10715 Berlin",10715,Wilmersdorf,52.4819577,13.3216022,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
630,Waldkindergarten Robin Hood,"Dietzgenstraße 66, 13156 Berlin",13156,Nan,52.5870636,13.4022936,Robin Hood e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
631,Kita Cheburashka,Unknown,Unknown,Nan,52.5313722,13.3497481,Cheburashka gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
632,Kita BeerenStark,"Weserstraße 185, 12045 Berlin",12045,Neukölln,52.4858711,13.4363129,Unionhilfswerk Sozialeinrichtungen gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
633,Kita Mohnblume,"Artemisstraße 4, 13469 Berlin",13469,Waidmannslust,52.6070436,13.31843,FBE Berlin,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
634,Kita Zauberblümchen,Unknown,Unknown,Nan,52.4443157,13.5805399,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
635,Kita Pepe Rakete,"Ehrenfelsstraße 9, 10318 Berlin",10318,Karlshorst,52.4811787,13.528217,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
636,Kita Kleine Mimmi,"Dietzgenstraße 71, 13156 Berlin",13156,Niederschönhausen,52.5874372,13.4015178,Kleine Mimmi e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
637,Unknown,Unknown,Unknown,Nan,52.4683111,13.3042322,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
638,Kinderladen Bullerbü e.V.,"Schivelbeiner Straße 44, 10439 Berlin",10439,Nan,52.5506377,13.4115794,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
639,Kinderladen Wexstraße,"Wexstraße 23, 10715 Berlin",10715,Wilmersdorf,52.4788354,13.3322976,"Eltern-Initiativ-Kindertagesstätte Wexstraße e. V.,",Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
640,Kinderladen Frischlinge,"Tegeler Straße 44, 13353 Berlin",13353,Wedding,52.539956,13.3583603,Kinderladen Frischlinge e.V,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
641,Sonnenkäferhaus,Unknown,Unknown,Nan,52.4928311,13.4388419,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
642,Spreesprotten,Unknown,Unknown,Nan,52.4932203,13.4374458,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
643,EKT - Yoyo e.V.,"Kaiser-Friedrich-Straße 60, 10627 Berlin",10627,Charlottenburg,52.5073823,13.3024973,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
644,Minifee,"Dieffenbachstraße 77, 10967 Berlin",10967,Nan,52.4941814,13.4109935,Minifee e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
645,hisa Kita,Unknown,Unknown,Nan,52.429151,13.3384476,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
646,KiTa Lillebor,"Machonstraße 54, 12105 Berlin",12105,Mariendorf,52.4455538,13.3820535,Nordische Bildungswerkstatt UG,58.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
647,Kinderladen Naseweis,Unknown,Unknown,Nan,52.492979,13.4278312,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
648,Kinderladen Wusel,"Schillerstraße 84, 10627 Berlin",10627,Charlottenburg,52.5099362,13.3072698,Kinderladen Wusel e.V,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
649,Kita Sonnenblume/AWO,Unknown,Unknown,Nan,52.554327,13.3656768,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
650,EKT - Gieselerstraße 25 e.V.,Unknown,Unknown,Nan,52.4898283,13.3178743,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
651,Kita Elfenbein,"Huttenstraße 21, 10553 Berlin",10553,Moabit,52.5286374,13.3189629,GFBE gGmbH (Gesellschaft für Bildung und Erziehung),Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
652,EKT Meilenstein,"Wriezener Straße 43, 13359 Berlin",13359,Gesundbrunnen,52.5560615,13.3878649,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
653,Kita Kleine Kapitäne,"Wriezener Straße 39, 13359 Berlin",13359,Gesundbrunnen,52.5565472,13.3882364,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
654,Karl und Karla e. V.,"Karl-Kunger-Straße 59, 12435 Berlin",12435,Alt-Treptow,52.4913343,13.4474325,DaKS – Dachverband Berliner Kinder- und Schülerläden e. V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
655,Unknown,"Nuthestraße 18, 12307 Berlin",12307,Lichtenrade,52.3955018,13.3931878,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
656,Zauberzwerge,"Ahornstraße 20, 12163 Berlin",12163,Steglitz,52.4613712,13.3206448,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
657,Krabbelgruppe der Ev. Melanchthon-Kirchengemeinde,Unknown,Unknown,Nan,52.521886,13.1975875,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
658,Kita La Vita,"Eichhorster Weg 23, 13435 Berlin",13435,Märkisches Viertel,52.5985524,13.3431242,Evangelisches Jugend- und Fürsorgewerk,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
659,Kita Mondschein,"Oranienburger Straße 63, 13437 Berlin",13437,Wittenau,52.5902602,13.3344592,WASSILA gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
660,Kinderladen Wurzelgemüse,"Roelckestraße 24, 13086 Berlin",13086,Weißensee,52.5534752,13.4450961,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
661,Kita Edgar Berlin,"Korsörer Straße 19, 10437 Berlin",10437,Prenzlauer Berg,52.5475532,13.4030016,Peggy Laubinger,20.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
662,"Kindertagesstätte ""Claudius-Arche"" der Evangelischen Matthias-Claudius-Kirchengemeinde","Schulzendorfer Straße 25, 13503 Berlin",13503,Heiligensee,52.6133967,13.2399584,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
663,Kita Primavera,"Glasgower Straße 25, 13349 Berlin",13349,Wedding,52.556208,13.3434292,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
664,Kita Leotie,"Schönburgstraße 12, 12103 Berlin",12103,Tempelhof,52.4632688,13.3820213,IKT Stadtindianer e.V.,25.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
665,Kita Chumani,"Kaiserin-Augusta-Straße 27, 12103 Berlin",12103,Tempelhof,52.4601783,13.3769189,IKT Stadtindianer e.V.,45.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
666,Kita Mojak,"Podewilsstraße 5, 12103 Berlin",12103,Tempelhof,52.4647859,13.3766183,IKT Stadtindianer e.V.,26.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
667,Kita Container,"Schorfheidestraße 13-15, 13439 Berlin",13439,Märkisches Viertel,52.5946316,13.3478519,Forum Soziale Dienste,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
668,Kinderinsel / L'île aux enfants,"Tramper Weg 4, 13439 Berlin",13439,Märkisches Viertel,52.592136,13.3572621,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
669,"Forscherkindergarten ""Rotbuche""","Berliner Straße 50, 13467 Berlin",13467,Hermsdorf,52.6234057,13.3129405,Stiftung Pro Gemeinsinn gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
670,"""Die Arche""",Unknown,Unknown,Nan,52.5601303,13.3608223,"""Die Arche"" christliches Kinder- und Jugendwerk e.V.",Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
671,Kita Sonnenblume,Unknown,Unknown,Nan,52.4168094,13.323531,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
672,Kita Fidibus,"Amendestraße 91, 13409 Berlin",13409,Reinickendorf,52.5688244,13.3678592,LebensWelt gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
673,Kita Sommergarten,"Sommerstraße 28, 13409 Berlin",13409,Reinickendorf,52.5741474,13.3741122,LebensWelt gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
674,Kita Französisch Buchholz,"Schönhauser Straße 113, 13127 Berlin",13127,Französisch Buchholz,52.6010903,13.42967,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
675,Kita Krümelkiste,"Senftenberger Ring 46A, 13435 Berlin",13435,Nan,52.6056068,13.3567372,FiPP e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
676,Evangelischer Kindergarten Oberschöneweide,Unknown,Unknown,Nan,52.4634168,13.523331,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
677,Pünktchen und Anton,"Cunostraße 1, 14199 Berlin",14199,Schmargendorf,52.4743894,13.2949776,Pünktchen und Anton e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
678,"AWO-Hort ""Elfenfels""",Unknown,Unknown,Nan,52.4023007,13.5082995,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
679,KiTa Meilenstein,"Blankenburger Straße 9A, 13156 Berlin",13156,Niederschönhausen,52.5817998,13.4059097,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
680,Kita Mausezahn,"Einbecker Straße 32, 10317 Berlin",10317,Rummelsburg,52.5098683,13.5025303,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
681,Kinderladen Flinke Kids,"Elly-Heuss-Knapp-Straße 21, 12355 Berlin",12355,Rudow,52.4036913,13.5058522,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
682,Onkel-Toms-Hütte e.V.,"Onkel-Tom-Straße 64B, 14169 Berlin",14169,Zehlendorf,52.4476963,13.2520089,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
683,Kinderladen Klein und Stark,"Adalbertstraße 24, 10179 Berlin",10179,Mitte,52.5055541,13.4225289,Gemeindeaufbauprojekt Kreuzberg Ost - GAPKO e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
684,El Jardín de Federico,"Rigaer Straße 79, 10247 Berlin",10247,Friedrichshain,52.516762,13.4639348,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
685,Lucecitas,"Marie-Curie-Allee 4, 10315 Berlin",10315,Friedrichsfelde,52.5090538,13.5039008,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
686,EKT Bülowstraße,"Bülowstraße 52, 10783 Berlin",10783,Schöneberg,52.4944603,13.3671258,EKT - Bülowstraße e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
687,Kant-Kindergarten,"Bundesallee 187, 10717 Berlin",10717,Wilmersdorf,52.4893395,13.331382,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
688,die kleinen Kleckse - Tagespflegestätte,Schönwalder Straße 28,Unknown,Nan,52.5421814,13.3743639,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
689,Kinderladen Spielmäuse,"Wolfshagener Straße 81, 13187 Berlin",13187,Pankow,52.5729556,13.4110094,Siebenstein e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
690,Notenzwerge,"Friedrich-Wilhelm-Straße 78-79, 12103 Berlin",12103,Tempelhof,52.4581456,13.3827437,Rahn Dittrich Group,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
691,EKT - Die Sternenfischer e.V.,"Stellingdamm 6, 12555 Berlin",12555,Köpenick,52.4592287,13.5820556,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
