geometry,amenity,contact:phone,contact:website,name,wheelchair,addr:housenumber,addr:street,club,addr:city,addr:country,addr:postcode,addr:suburb,contact:facebook,contact:instagram,contact:youtube,phone,toilets:wheelchair,website,wheelchair:description,wikidata,wikimedia_commons,wikipedia,check_date,level,theatre:genre,contact:email,contact:fax,operator,payment:credit_cards,payment:debit_cards,name:de,name:ru,old_name,alt_name,addr:floor,addr:housename,contact:mastodon,drink:club-mate,internet_access,internet_access:fee,internet_access:ssid,leisure,opening_hours,opening_hours:url,operator:type,outdoor_seating,payment:cards,payment:cash,payment:monero,ref:vatin,smoking,source,survey:date,toilets,url:spaceapi,check_date:opening_hours,community_centre,community_centre:for,description,fax,health_facility:type,lgbtq,provided_for:homosexual,opening_hours:signed,brand,brand:wikidata,contact:twitter,name:etymology:wikidata,name:he,theatre:type,brand:wikipedia,email,sport,name:en,name:es,name:nl,short_name,contact:tiktok,wheelchair:description:de,wheelchair:description:en,dance:teaching,mapillary,studio,disused:name,disused:short_name,denomination,disused,office,dispensing,image,disused:shop,description:en,fixme,access,contact:email_1,contact:name,fee,identity,indoor,interaction,mode_of_organisation:decision_making,mode_of_organisation:hierarchy_chef,mode_of_organisation:members,mode_of_organisation:ownership_structure,mode_of_organisation:purpose,mode_of_organisation:scale_of_activity,mode_of_organisation:self_managed,owner,payment:donations,production_input:knowledge:free_licence,production_input:knowledge:p2p_licence,production_input:knowledge:public_domain,production_input:money:crowdfunding,production_input:money:gift,production_input:natural_recources:democratic,production_input:natural_recources:fair,production_input:natural_recources:regional,production_input:natural_resources:sustainable,production_input:supply_chain:fair,production_input:work:ilo_standards,provides,smoking:outside,start_date,drink:coffee,second_hand,capacity,shop,name:alt,note,bin,cold_water,dishwasher,fridge,hot_water,kitchen:facilities,location,polling_station,service:3dprinter,toilets:access,toilets:handwashing,toilets:menstrual_products,toilets:num_chambers,indoor_seating,old_addr:housenumber,old_addr:street,table_football,dance:style,cafe,air_conditioning,fireplace,internet_access:access,name:etymology:wikipedia,addr:place,topic,sauna,branch,mobile,culture,beauty,entrance,contact:foursquare,tourism,garden:style,building,contact:mobile,lgbtq:women,contact:linkedin,lgbtq:men,callsign,communication:amateur_radio:callsign,fetish:bdsm,fetish:bears,fetish:leather,fetish:rubber,fetish:sneakers,fetish:uniform,fitness_centre:for,name:ja,drink:beer,alt_name:en,opening_hours:office,addr:inclusion,cuisine,drink:premium-cola,url,max_age,min_age,payment:coins,payment:maestro,payment:mastercard,payment:visa_electron,official_name,addr:room,loc_name,facebook,instagram,name_1,personal_trainer,seamark:type,contact:phone:counter,contact:phone:member,opening_hours:member,network,phone:booking,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,opening_hours:covid19,disused:amenity,website:de,website:en,swimming_pool,name:1982-2001,name:2001-2016,name:2018-2019,garden:type,diet:vegan,diet:vegetarian,contact:email:PGP,contact:bluesky,brewery,check_date:smoking,reservation,drink:spezi,kitchen,microwave,ref,socket:schuko,addr:county,contact:email:pgp,contact:matrix,payment:notes,note:de,description:de,climbing:boulder,climbing:sport,climbing:toprope,is_in:city,is_in:country,is_in:country_code,name:fr,name:ro,operator:wikidata,female,contact:telegram,comment,subject,subject:wikipedia,education,concerts,theatre:genre_1,changing_table,twitter,youtube,membership,swimming,religion,name:fa,healthcare,operator:website,restaurant,charge,hackerspace,name:ar,contact:pixelfed,operator:short,addr:unit,alternative:amenity,description:target_group,room,disused:military,theme,training,old_name:-2024-03-21,noname,contact:mail,surveillance,name:id,operator:wikipedia,craft,short_name:en,healthcare:speciality,climbing:length,wheelchair:ramp,specialty,service:bicycle:diy,service:bicycle:repair,addr:door,addr:full,computer:repair,contact:irc,drink:flora-power,electronics:repair,lit,service:cnc_drilling_machine,service:lasercutter,layer,alcohol,social_facility:for,source:addr,bicycle_parking,covered,currency:EUR,currency:others,language:de,old_contact:website,old_official_name,old_short_name,was:operator,was:origin,rental,musical_instrument,contact:housenumber,animation,function,name:etymology,name:pl,name:et,name:tr,name:signed,kids_area:fee,kids_area:indoor,kids_area:supervised,emergency,social_facility,source:url,male,man_made,payment:girocard,payment:visa,kinky,long_name,live_music,heritage,heritage:operator,heritage:website,lda:criteria,ref:lda,climbing:bolted,shooting,music,service_times,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,architect,name:historic,school,barrier,fence,surface,building:colour,roof:shape,landuse,postal_code,building:levels,height,building:min_level,building:part,architect:wikidata,building:architecture,inscription,name:ko,name:lt,name:lv,name:no,name:pt,name:uk,name:zh,roof:level,supervised,roof:levels,commemorates:wikidata,natural,building:material,roof:colour,roof:material,disused:leisure,courts,loc_name:de,old_name:-2015,old_name:2015--2024-03-21,building:use,min_height,designation,subject:wikidata,ref:EU:bwid,toilets:unisex,ele,ref:schlossgutshofbritz,boundary,hazard,sport_2,proposed:landuse,roof:height,area,highway,open_air,smoothness,amenity:old,name:old,noaddress,year_of_construction,fence_type,was:building,was:name,building:name,building:levels:underground,lgbtq:queer,service,nohousenumber,abandoned:industrial,abandoned:landuse,abandoned:man_made,end_date,public,seasonal,contact:vimeo,anticommunism,roof:orientation,water_slide,ruins,name:cs,source:height,nudism,attraction,heritage:description,protect_class,historic,architect:wikipedia,landcover,building:cladding,climbing:outdoor,climbing:rock,tower:type,building:number,abandoned,military,alt_name:ja,contact:webcam,repair,internet_access:operator,source:building:levels,bmx:type,outdoor,contact:address,protection_title,harbour:slipway,seamark:harbour:category,seamark:name,operator:addr:city,operator:addr:housenumber,operator:addr:postcode,operator:addr:street,proposed,leaf_cycle,leaf_type,allotments,climbing,genus,source:geometry,name:it,nickname,construction,manufacturer,monitoring:harvesting,type,not:name,length,maxdepth,communication:amateur_radio:pota,latitude,longitude
POINT (13.2199181 52.5500134),,,,,,15,Eiswerderstr.,sport,Berlin,,13585,,,,,,,https://ksvh.de/,,,,,,,,,,Kanusportvereinigung Havelbrüder e.V. Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5500134,13.2199181
POINT (13.5442919 52.4301373),events_venue,,,"Riot Games Arena, Berlin",,20D,Am Studio,,,,12489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4301373,13.5442919
POINT (13.3575008 52.5673104),,,,Freilandlabor am Schäfersee (FlaSch),,,,nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naturbildung, Gärtnern mit Kindern, Workshops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UmBiNa e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5673104,13.3575008
POINT (13.4800069 52.4899135),,,,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4899135,13.4800069
POINT (13.4516269 52.512736),social_centre,,,PIKSL Labor Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.512736,13.4516269
POINT (13.3020763 52.57422),,,,Dawgz Life Muay Thai,,26,Flohrstraße,,,,13507,,,dawgzlifemuaythai.berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,fitness_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.57422,13.3020763
POINT (13.3749412 52.498756),events_venue,,,STATION Berlin,,,,,,,,,,,,,,https://www.station-berlin.de/de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.498756,13.3749412
POINT (13.4722723 52.4780479),,,,hdk17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4780479,13.4722723
POINT (13.4717195 52.4787275),,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4787275,13.4717195
POINT (13.4718846 52.4782941),,,,hdk54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4782941,13.4718846
POINT (13.4720433 52.478398),,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.478398,13.4720433
POINT (13.4717877 52.477818),,,,hdr 30,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.477818,13.4717877
POINT (13.4721264 52.4779746),,,,hdk18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4779746,13.4721264
POINT (13.4724155 52.4781269),,,,hdk16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4781269,13.4724155
POINT (13.4725421 52.4781906),,,,hdk15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4781906,13.4725421
POINT (13.4727552 52.4782437),,,,hdk13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4782437,13.4727552
POINT (13.4726189 52.4783489),,,,hdk14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4783489,13.4726189
POINT (13.4728125 52.4783957),,,,hdk 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4783957,13.4728125
POINT (13.4730872 52.4782152),,,,hdk 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4782152,13.4730872
POINT (13.4730402 52.4781017),,,,hdk 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4781017,13.4730402
POINT (13.4728367 52.4780939),,,,hdk 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4780939,13.4728367
