Unnamed: 0,detail_url,raw_info,type,price_euro,number_of_rooms,surface_m2,floor,street,street,house_number,neighbourhood,district,city,postal_code,first_tenant
10,https://www.immowelt.de/projekte/expose/k25f932?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.120 € 1 Zimmer 47,8 m² 6. Geschoss Lisa-Fittko-Straße 11 Moabit Berlin 10557",Wohnung,1120,1,47.8,6,Lisa-Fittko-Straße,Lisa-Fittko-Straße,11,Moabit,,Berlin,10557,yes
11,https://www.immowelt.de/expose/60a4680b-c666-42f8-bb1d-f5fafed454a2?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.840 € 2 Zimmer 76,6 m² Dachgeschoss, 6. Geschoss Nehringstraße 13 Charlottenburg Berlin 14059",Wohnung,1840,2,76.6,6,Nehringstraße,Nehringstraße,13,Charlottenburg,,Berlin,14059,yes
12,https://www.immowelt.de/expose/704da7fe-d6f9-46c7-bef8-0d5108511a66?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 973 € 2 Zimmer 48,7 m² EG frei ab sofort Plauer-See-Str. 11 Haselhorst Berlin 13599",Wohnung,973,2,48.7,0,Plauer-See- Straße,Plauer-See-Str.,11,Haselhorst,,Berlin,13599,no
13,https://www.immowelt.de/expose/66bf60fa-af62-4755-a418-af0c45200ee6?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 1.349 € 2 Zimmer 49,4 m² 3. Geschoss Friedenauer Höhe 18 Friedenau Berlin 12159",Wohnung,1349,2,49.4,3,Friedenauer Höhe,Friedenauer Höhe,18,Friedenau,,Berlin,12159,no
14,https://www.immowelt.de/expose/db1d6e5d-cc24-414a-9a99-7e2481a6c065?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,Wohnung zur Miete 1.607 € 2 Zimmer 62 m² 4. Geschoss frei ab 01.11.2025 Schönhauser Allee 44 Prenzlauer Berg Berlin 10435,Wohnung,1607,2,62,4,Schönhauser Allee,Schönhauser Allee,44,Prenzlauer Berg,,Berlin,10435,no
15,https://www.immowelt.de/expose/0cf7830f-74c2-43bd-917e-444b7e5266a8?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 940 € 4 Zimmer 81,7 m² 5. Geschoss frei ab sofort Hugo-Cassirer-Str. 45 Spandau Berlin 13587",Wohnung,940,4,81.7,5,Hugo-Cassirer- Straße,Hugo-Cassirer-Str.,45,Spandau,,Berlin,13587,no
16,https://www.immowelt.de/expose/a73dacf2-9970-4f38-8f12-62d651adab1e?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 2.099 € 5 Zimmer 141,9 m² EG Abendseglersteig 50 Wilhelmshagen Berlin 12589",Wohnung,2099,5,141.9,0,Abendseglersteig,Abendseglersteig,50,Wilhelmshagen,,Berlin,12589,no
17,https://www.immowelt.de/expose/731f8257-8da0-494f-90d6-3796efd0da15?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,Wohnung zur Miete 1.300 € 2 Zimmer 56 m² 1. Geschoss frei ab 01.10.2025 Altonaer Strasse 10 Hansaviertel Berlin 10557,Wohnung,1300,2,56,1,Altonaer Straße,Altonaer Strasse,10,Hansaviertel,,Berlin,10557,no
18,https://www.immowelt.de/expose/6819e888-e027-49e6-a6b5-80a4fa77ef8c?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,Bungalow zur Miete 2.050 € 3 Zimmer 88 m² frei ab sofort Kadetteweg1 Zehlendorf Berlin 12205,Bungalow,2050,3,88,0,Kadetteweg,Kadetteweg,1,Zehlendorf,,Berlin,12205,no
19,https://www.immowelt.de/expose/48b02494-b932-42fb-bd9e-3a81ed2f9795?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,WG-Zimmer zur Miete Wohnen auf Zeit 1.199 € 20 m² frei ab sofort Leibnizstraße 3-4 Charlottenburg Berlin 10625,WG,1199,1,20,,Leibnizstraße,Leibnizstraße,3-4,Charlottenburg,,Berlin,10625,no
20,https://www.immowelt.de/projekte/expose/k25f932?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.520 € 2 Zimmer 67,5 m² 3. Geschoss George-Stephenson-Straße 18 Moabit Berlin 10557",Wohnung,1520,2,67.5,3,George-Stephenson-Straße,George-Stephenson-Straße,18,Moabit,,Berlin,10557,yes
21,https://www.immowelt.de/expose/fb32adca-5d67-4f8a-a6a2-3e916aed05bc?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,Wohnung zur Miete 2.772 € 4 Zimmer 178 m² frei ab 01.09.2025 Stallupöner Allee 33 Westend Berlin 14055,Wohnung,2772,4,178,,Stallupöner Allee,Stallupöner Allee,33,Westend,,Berlin,14055,no
22,https://www.immowelt.de/projekte/expose/k25f932?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.800 € 3 Zimmer 85,6 m² 1. Geschoss George-Stephenson-Straße 10 Moabit Berlin 10557",Wohnung,1800,3,85.6,1,George-Stephenson-Straße,George-Stephenson-Straße,10,Moabit,,Berlin,10557,yes
23,https://www.immowelt.de/expose/4bcc57cd-5325-47cc-9fa2-f9a5cd322510?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 849 € 2 Zimmer 53,1 m² 1. Geschoss Antaresstraße 3 Schönefeld 12529",Wohnung,849,2,53.1,1,Antaresstraße,Antaresstraße,3,,,Schönefeld,12529,no
24,https://www.immowelt.de/expose/37f3a422-456a-4108-9aee-8e5e49d9bbf6?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 521 € 2 Zimmer 53,3 m² EG frei ab sofort Gorgasring 35 Haselhorst Berlin 13599",Wohnung,521,2,53.3,0,Gorgasring,Gorgasring,35,Haselhorst,,Berlin,13599,no
25,https://www.immowelt.de/expose/fbff63bf-ef04-4ba5-9eec-670e2f976afa?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 2.518 € 3 Zimmer 93,8 m² 1. Geschoss frei ab 01.10.2025 Ingrid-Reschke-Straße 5 Lichtenberg Berlin 10317",Wohnung,2518,3,93.8,1,Ingrid-Reschke-Straße,Ingrid-Reschke-Straße,5,Lichtenberg,,Berlin,10317,yes
26,https://www.immowelt.de/expose/110bf91e-cfb4-4e20-adb6-9af1656078c5?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.870 € 3 Zimmer 83,9 m² Dachgeschoss, 4. Geschoss frei ab 01.09.2025 Markgrafenstr 12 Mariendorf Berlin 12105",Wohnung,1870,3,83.9,4,Markgrafenstr,Markgrafenstr,12,Mariendorf,,Berlin,12105,yes
27,https://www.immowelt.de/expose/108092f6-c8fa-47b8-b932-0532778b2e87?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.820 € 3 Zimmer 83,1 m² 3. Geschoss frei ab 01.09.2025 Markgrafenstr 12 Mariendorf Berlin 12105",Wohnung,1820,3,83.1,3,Markgrafenstr,Markgrafenstr,12,Mariendorf,,Berlin,12105,yes
28,https://www.immowelt.de/expose/36cd260e-4472-4167-b094-76a3eda238b0?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.404 € 3 Zimmer 65,4 m² 3. Geschoss frei ab 01.09.2025 Carl-Spindler-Straße 19 Köpenick Berlin 12555",Wohnung,1404,3,65.4,3,Carl-Spindler-Straße,Carl-Spindler-Straße,19,Köpenick,,Berlin,12555,yes
29,https://www.immowelt.de/expose/47a4cb26-0f53-4e25-8a7b-3290ccd48100?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,Studio zur Miete 540 € 1 Zimmer 10 m² 5. Geschoss frei ab 01.10.2025 Ostendstraße Oberschöneweide Berlin 12459,Studio,540,1,10,5,Ostendstraße,Ostendstraße,,Oberschöneweide,,Berlin,12459,no
30,https://www.immowelt.de/expose/9aafc0b4-5c54-4362-8aeb-98721d245eea?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Studio zur Miete 1.795 € 4 Zimmer 89,8 m² 2. Geschoss frei ab sofort Oranienstraße Kreuzberg Berlin 10999",Studio,1795,4,89.8,2,Oranienstraße,Oranienstraße,,Kreuzberg,,Berlin,10999,no
31,https://www.immowelt.de/expose/aa150553-6933-4f05-9ced-693fcdeb1d2b?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL,"Studio zur Miete 1.645 € 3 Zimmer 85,8 m² 4. Geschoss frei ab sofort Friedrichshain Berlin 10243",Studio,1645,3,85.8,4,,,,Friedrichshain,,Berlin,10243,no
32,https://www.immowelt.de/expose/d2543ed9-3829-44cb-a6f6-ec96f80c1eae?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.180 € 2 Zimmer 59,3 m² 1. Geschoss frei ab 01.09.2025 Markgrafenstr 12 Mariendorf Berlin 12105",Wohnung,1180,2,59.3,1,Markgrafenstr,Markgrafenstr,12,Mariendorf,,Berlin,12105,yes
33,https://www.immowelt.de/expose/5780965c-0b1c-485a-a05c-1ecb11ff5c18?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.300 € 2 Zimmer 59,3 m² 3. Geschoss frei ab 01.09.2025 Markgrafenstr 12 Mariendorf Berlin 12105",Wohnung,1300,2,59.3,3,Markgrafenstr,Markgrafenstr,12,Mariendorf,,Berlin,12105,yes
34,https://www.immowelt.de/expose/b55a8671-d9eb-4838-bb8f-47c74659d7b0?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.215 € 2 Zimmer 59,3 m² 2. Geschoss frei ab 01.09.2025 Markgrafenstr 12 Mariendorf Berlin 12105",Wohnung,1215,2,59.3,2,Markgrafenstr,Markgrafenstr,12,Mariendorf,,Berlin,12105,yes
35,https://www.immowelt.de/expose/3df83470-17a8-48a5-b7d4-1557910e70bd?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 844 € 1 Zimmer 42,2 m² 5. Geschoss frei ab sofort Neptunstr. 25 Reinickendorf Berlin 13409",Wohnung,844,1,42.2,5,Neptun Straße,Neptunstr.,25,Reinickendorf,,Berlin,13409,no
36,https://www.immowelt.de/expose/e59f6589-b62d-451e-8dda-7f132f3d9591?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 2.430 € 4 Zimmer 121,4 m² 1. Geschoss frei ab 01.10.2025 Wäscherinnenweg 2 Köpenick Berlin 12555",Wohnung,2430,4,121.4,1,Wäscherinnenweg,Wäscherinnenweg,2,Köpenick,,Berlin,12555,yes
37,https://www.immowelt.de/expose/75fa29fc-2778-4c02-a0b1-c93ce3811b5b?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 1.499 € 4 Zimmer 90,5 m² 1. Geschoss frei ab sofort Abendseglersteig 74 Wilhelmshagen Berlin 12589",Wohnung,1499,4,90.5,1,Abendseglersteig,Abendseglersteig,74,Wilhelmshagen,,Berlin,12589,no
38,https://www.immowelt.de/expose/c1661737-41aa-4bfa-91d7-84c93013af9f?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 2.503 € 2 Zimmer 125,1 m² 2. Geschoss Woelckpromenade 7 Weißensee Berlin 13086",Wohnung,2503,2,125.1,2,Woelckpromenade,Woelckpromenade,7,Weißensee,,Berlin,13086,no
39,https://www.immowelt.de/expose/eec68580-be69-498f-aa98-00c8331d0f40?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 2.195 € 3 Zimmer 96,9 m² 4. Geschoss Wäscherinnenweg 2 Köpenick Berlin 12555",Wohnung,2195,3,96.9,4,Wäscherinnenweg,Wäscherinnenweg,2,Köpenick,,Berlin,12555,yes
40,https://www.immowelt.de/expose/bef0a2a6-0441-4bed-b13a-d32a3e418780?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 1.499 € 4 Zimmer 89,7 m² 1. Geschoss frei ab 01.09.2025 Abendseglersteig 55 Wilhelmshagen Berlin 12589",Wohnung,1499,4,89.7,1,Abendseglersteig,Abendseglersteig,55,Wilhelmshagen,,Berlin,12589,no
41,https://www.immowelt.de/expose/fb7e4200-ed41-4f72-985d-abce65e0e179?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 949 € 2 Zimmer 62,6 m² 2. Geschoss Albert-Schweitzer-Straße 16 Hennigsdorf 16761",Wohnung,949,2,62.6,2,Albert-Schweitzer-Straße,Albert-Schweitzer-Straße,16,,,Hennigsdorf,16761,no
42,https://www.immowelt.de/expose/89ade7fb-86d2-40b7-8199-450c49e88419?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Maisonette zur Miete 3.155 € 3 Zimmer 142,1 m² 4. Geschoss Schönhauser Allee 44 Prenzlauer Berg Berlin 10435",Maisonette,3155,3,142.1,4,Schönhauser Allee,Schönhauser Allee,44,Prenzlauer Berg,,Berlin,10435,no
43,https://www.immowelt.de/expose/1a1063db-07d7-484a-b030-c09ab8467a23?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.405 € 2 Zimmer 59,5 m² 4. Geschoss frei ab 01.09.2025 Wäscherinnenweg 2 Köpenick Berlin 12555",Wohnung,1405,2,59.5,4,Wäscherinnenweg,Wäscherinnenweg,2,Köpenick,,Berlin,12555,yes
44,https://www.immowelt.de/expose/698d2a1a-f8f6-4a42-8cbc-5d7b7fabd6f6?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 1.622 € 3 Zimmer 80,6 m² 2. Geschoss frei ab 01.10.2025 Wäscherinnenweg 2 Köpenick Berlin 12555",Wohnung,1622,3,80.6,2,Wäscherinnenweg,Wäscherinnenweg,2,Köpenick,,Berlin,12555,yes
45,https://www.immowelt.de/expose/971b5f79-ce03-4360-8454-98c72aee1cb3?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 2.515 € 3 Zimmer 100,5 m² 4. Geschoss frei ab 01.09.2025 Carl-Spindler-Straße 19 Köpenick Berlin 12555",Wohnung,2515,3,100.5,4,Carl-Spindler-Straße,Carl-Spindler-Straße,19,Köpenick,,Berlin,12555,yes
46,https://www.immowelt.de/expose/a39495c1-af53-4a77-a6df-1d5aacba4082?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete 2.649 € 3 Zimmer 138,2 m² 3. Geschoss Danziger Straße 73 Prenzlauer Berg Berlin 10405",Wohnung,2649,3,138.2,3,Danziger Straße,Danziger Straße,73,Prenzlauer Berg,,Berlin,10405,no
47,https://www.immowelt.de/expose/9a124fe0-dda5-4aa6-8735-fb4b5792f6cf?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock%26page%3D2&m=classified_search_results_classified_classified_detail_XL,"Wohnung zur Miete - Erstbezug 2.107 € 5 Zimmer 113,9 m² 1. Geschoss frei ab sofort Grünauer Straße 20 Altglienicke Berlin 12524",Wohnung,2107,5,113.9,1,Grünauer Straße,Grünauer Straße,20,Altglienicke,,Berlin,12524,yes
