addr:city,addr:housenumber,addr:postcode,addr:street,amenity,name,note,opening_hours,wheelchair,addr:country,addr:suburb,phone,website,toilets:wheelchair,email,facebook,fax,instagram,operator,emergency,source,contact:email,contact:fax,contact:mobile,contact:phone,contact:website,wheelchair:description,check_date,check_date:opening_hours,url,description,addr:floor,level,opening_hours:url,contact:email_1,name:de,payment:cash,indoor:level,veterinary:treats:cat,note:de,contact:facebook,veterinary,veterinary:treats:bird,veterinary:treats:dog,veterinary:treats:reptile,veterinary:treats:small_mammals,contact:instagram,start_date,reservation,internet_access,payment:credit_cards,payment:debit_cards,language:en,language:ru,language:tr,dog,survey:date,opening_hours:signed,building,building:levels,fee,roof:shape,architect,architect:wikidata,heritage,heritage:operator,lda:criteria,old_name,ref:lda,wikidata,wikimedia_commons,roof:levels,historic,source:shape
,,,,veterinary,Tierarztpraxis Am Westend,,"Mo,Tu,Th,Fr 10:00-13:00,17:00-19:00; We,Sa 10:00-13:00",,,,+4930 3228 247,https://www.tierarztamwestend.de/,,info@tierarztamwestend.de,,+4930 3228 324,,,,,,,,,,,,2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,15,10627,Sesenheimer Straße,veterinary,Tierarztpraxis Alexandra Sypitzki,,Mo-Fr 08:30+,no,DE,,+49 30 78957110,https://www.tierarztpraxis-sypitzki.de/,,,,,,,,,,,,,,,2023-04-10,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,6,14163,Lindenthaler Allee,veterinary,Tierarztpraxis Dr. Dorothea Werning,,"Mo, Tu, Th 10:00-13:00, 17:00-19:00; We 10:00-13:00, 17:00-20:00; Fr 10:00-17:00",,DE,,+49 30 8025009,https://www.tierarztpraxis-mexikoplatz.de/de/index.html,,,,,,Dr. Dorothea Werning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Tiergesundheitszentrum,,"Mo-Sa 10:00-12:00, Mo-Fr 15:00-19:00, Sa 10:00-12:00; PH off",yes,,,,,,,,,,,,,,,,,,,,2024-07-22,,,,,,,Tiergesundheitszentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,169-171,12277,Großbeerenstraße,veterinary,Kleintierpraxis Jan Schneider,,"Mo,We,Fr 10:00-13:00,15:00-19:00; Tu,Th 17:00-21:00; Sa-Su 11:00-14:00",no,DE,,+49 30 29032092,https://www.kleintierpraxis-schneider.com/,,,,+49 30 29032093,,,,,,,,,,,,2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,44,10551,Oldenburger Straße,veterinary,Tierarztpraxis Oldenburger Straße,,"Mo 10:00-12:00,15:00-18:00; Tu 10:00-14:00,18:00-20:00; We 10:00-12:00,15:00-18:00; Th 10:00-14:00,18:00-20:00; Fr 10:00-12:00,15:00-18:00; Sa 09:00-11:00",no,,,+49303951555,https://www.tierarztpraxis-oldenburger-strasse.de,,,,,,,,,,,,,,,,2025-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1,13187,Wilhelm-Kuhr-Straße,veterinary,Tierarztpraxis am Burgerpark,,"Mo,We 14:00-19:00; Tu,Th 09:00-14:00; Fr 10:00-15:00",no,,Pankow,+49 (0)30 48479400,https://www.tierarzt-pankow.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,13629,Wattstraße,veterinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,2,13086,Max-Steinke-Straße,veterinary,Tierarztpraxis,,"Mo-Fr 09:00-11:00, Mo,Tu,Th,Fr 16:00-18:00, Sa 10:00-12:00",yes,,,+49 30 9252160,,,,,,,Dr.med.vet. Cordula Nitschke,,,,,,,,,,2024-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,13051,Zingster Straße,veterinary,Kleintierpraxis Ralf Boxhammer,,,no,,,+49 30 9206644,http://www.ta-boxhammer.de,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,2,10179,Fischerinsel,veterinary,Tierarztpraxis Ralf Neuer,,,,DE,Mitte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,2,10779,Bayerischer Platz,veterinary,Vets for cats,,"Mo-Fr 09:00-20:00; We 09:00-14:00; Sa,Su 10:00-12:00; PH off",limited,DE,Schöneberg,,,,,,,,,,,info@vetsforcats.de,+49 30 34398878,,+49 30 34398877,https://www.vetsforcats.de/,,2024-07-24,,,Die Tierarztpraxis für Katzen,,,,,,,0,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,Schönfließer Straße,veterinary,Tierarztpraxis Lenk,,"Mo-Fr 08:00-19:00, Sa 09:00-18:00, Su 10:00-18:00",no,,,+49304469769,https://tierarztpraxis-lenk.de/,,info@tierarztpraxis-lenk.de,,+493041722600,,,,,,,,,,,2025-04-21,,,,,,,,,,,,"Sprechstunde Mo-Fr 8-19, Sa 9-13;Notdienst Sa 13-18, Su/Feiertag 10-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Tierarztpraxis am Mauerpark,,Mo-Fr 09:00-19:00,limited,,,,,,,,,,,,,,,,,,,2025-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,89,12159,Hauptstraße,veterinary,Chung & Wahle,,"Mo,Fr 09:00-18:00; Tu,Th 09:00-20:00; We,Sa 09:00-14:00",limited,DE,Schöneberg,+49 30 8593215,https://tierarztpraxis-chung-wahle.com/,,info@tierarztpraxis-chung-wahle.com,,,,Tierarztpraxis Chung und Wahle GbR,,,,,,,,,,2024-10-14,,,,0,,,,,,,,https://www.facebook.com/TierarztpraxisChungundWahle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Tierarztpraxis Dr. Klaus Lendner,,"Mo,Tu,Th,Fr 09:00-12:00,16:00-19:00; We,Sa 09:00-12:00",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,,Ostpreußendamm,veterinary,Martyna Pohnke Tierarzt,,"Mo-Fr 09:00-12:00, Mo 16:00-19:00, Th 16:00-20:00",,,,+49 30 75765970,,,,,,,,,,,,,,,,2024-08-17,,,,EG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,22,10589,Mindener Straße,veterinary,Dr. Miriam Oczipka,,"Mo-Fr 09:00-12:00,16:00-19:00; Sa 11:00-13:00",no,DE,,+49303441864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,34,12437,Baumschulenstraße,veterinary,Dr. med. vet. Sven Albrecht,,"Mo,We,Fr 09:00-12:00,15:00-19:00; Tu,Th 09:00-12:00,13:00-15:00",no,,,,,,,,,,,,,,,,,,,2025-07-06,2025-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Dr. Wegeler,,"""nach Vereinbarung""",,,,+49 307956044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,3,10717,Hohenzollerndamm,veterinary,Tierarztpraxis Hohenzollerndamm 3,,"Mo-Tu,Th-Fr 10:00-12:30,17:00-19:00; We 18:00-20:00; Sa 11:00-13:00",no,DE,Wilmersdorf,,,,,,,,Dr. A. Randelhoff,,,tierarztpraxis@hohenzollerndamm-3.de,,,+49 30 88679111,https://tierarztpraxis-hohenzollerndamm-3.de/,,,2024-01-15,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Tierarztpraxis Anke Meeuw,,"Mo,We 09:00-19:00; Tu 07:30-14:00; Th 10:00-21:00; Fr 09:00-12:00; Sa 10:00-15:00",yes,,,+49 30 96 59 96 52,http://www.tierarzt-karlshorst.info/willkommen.html,,praxis@tierarzt-karlshorst.info,,,,,,,,,,,,,,2021-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,204,12059,Sonnenallee,veterinary,Tierarztpraxis Sonnenallee,,"Mo-Fr 09:00-12:00,16:00-20:00; Sa 11:00-13:00 || ""und nach Vereinbarung""",no,DE,Neukölln,,,,,,,,Dr. Jana Kudritzki & Daniel Kitzing,,,post@tierarztpraxis-sonnenallee.de,,,+49 30 6814455,https://tierarztpraxis-sonnenallee.de/,,2025-06-09,,,,,,,,,,,yes,,,practice,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,58,,Bänschstraße,veterinary,Tierarztpraxis Laskawy,,"Mo,We 14:00-19:00; Tu,Th 08:00-13:00; Fr 08:00-13:00,14:00-19:00",yes,,,+49 30 4267684,http://www.laskawy-berlin.de,,,,,,,,,,,,,,,,2025-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,,Provinzstraße,veterinary,neko Tiergesundheit,,"Mo 15:00-18:00, Tu 10:00-13:00, We 10:00-15:00, Fr 10:00-15:00, Tu 15:00-19:00, Th 15:00-19:00",no,,,+49 30 54814390,https://www.neko-tiergesundheit.de,,,,,,Jennifer Geiseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,35A,10245,Krossener Straße,veterinary,Kleintierpraxis Dirk Oschika,,"Mo,Tu,Th 09:00-11:00,15:00-19:00",no,DE,Friedrichshain,,,,,,,,,,,,,,+49 30 2946333,http://www.doschika.de/,,,2024-04-29,,"Praxis verfügt über zwei Behandlungsräume, einen OP, ein Praxislabor, einen Röntgenraum und Möglichkeiten zur stationären Unterbringung der Patienten.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,23,10589,Mierendorffstraße,veterinary,Vogelpraxis,,,limited,DE,Charlottenburg,,,,,,,,,,,info@vogelpraxis.de,+49 30 34902844,,+49 30 34902843,https://vogelpraxis.de/,,2022-11-12,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,204,10405,Greifswalder Straße,veterinary,Rex Tierarztpraxis,,Mo-Fr 08:00-20:00; Sa 09:00-16:00,no,DE,Prenzlauer Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,116,13509,Allmendeweg,veterinary,Fahrpraxis Feske,,"Mo-Fr 08:00-20:00 open ""telefonisch erreichbar""",,DE,Tegel,,,,,,,,Dr. med. vet. Dana Feske,,,,,+49 174 1950147,+49 30 40571512,https://www.tierarzt-feske.de/,,,,,mobile Tierarztpraxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,15,10435,Danziger Straße,veterinary,Tierarztpraxis Claudia Handke,,"Mo,Th,Fr 10:00-12:00, Tu,We 10:00-15:00, Mo 16:00-20:00, Th 16:00-19:00, Fr 16:00-18:00, Sa 11:00-13:00",no,DE,Prenzlauer Berg,+49 30 4421760,https://www.tierarztpraxis-prenzlauerberg.de,,post@tierarztpraxis-prenzlauerberg.de,,,,,,,,,,,,,2023-01-30,2022-01-13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Dr. Angelika Block,,"Mo-Tu 10:00-12:00,16:00-18:30; We 16:00-18:30; Th-Fr 10:00-12:00,16:00-18:30; Sa 10:00-12:00",limited,,,,http://ta-block.weebly.com,,,,,,,,,,,,,,,,2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Katharina Keil,,"Mo-Sa 10:00-12:00; Mo, Tu, Th, Fr 17:00-19:00",,,,+49306916165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Lorenz,,,,,,,https://www.tierarzt-lichterfelde.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,12,12159,Lauterstraße,veterinary,Wolf & Tiger,,,,DE,Friedenau,+49 175 7366718,https://www.wolfandtiger.de/,,,,,,MyVet GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/wolfandtiger_de/,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,133,12043,Karl-Marx-Straße,veterinary,Tierarztpraxis Denisse Barrera,,Mo-Sa 16:00-20:00,no,DE,Neukölln,,,,,,,,,,,,,,+49 30 6812161,,,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,2,12159,Kundrystraße,veterinary,Angelika Weber,,"Mo-Sa 10:00-12:00, Tu 16:00-19:00, Su 13:00-14:00",,DE,Friedenau,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,14,13351,Transvaalstraße,veterinary,Tierarztpraxis S. Lattermann,,"Mo,We 08:00-14:00,13:30-18:30; Tu,Th-Fr 14:00-20:00; PH closed",yes,DE,Wedding,,,,,,,,,,,,,,+49 30 45290790,http://www.tierarzt-wedding.de/,,2024-11-30,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Tierarztpraxis Otto Suhr,,Mo-Fr 09:00-19:00,no,,,,,,,,,,,,,,,,,,,,2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,12,12157,Grazer Platz,veterinary,Tierarztpraxis B. Migdal,,"Mo,We 10:00-16:00; Tu,Th 16:00-20:00; Fr 12:00-18:00",,DE,Schöneberg,,,,,,,,,,,,,,,,,,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,6,12163,Florastraße,veterinary,Silke Sanft,,"Mo,Tu,Th,Fr 09:00-19:00; We,Sa 09:00-12:00",,DE,Steglitz,,http://www.tierarztpraxis-sanft.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,11a,12161,Südwestkorso,veterinary,Tierarztpraxis Rex,,"""Sprechzeiten nach Vereinbarung""",no,DE,Friedenau,,https://www.rex.app/,,,,,,,,,,,,,https://www.tierarztpraxis-schluesing.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,3,14129,Breisgauer Straße,veterinary,Tierarztpraxis am Schlachtensee,,"Mo-Th 09:00-13:00; We,Fr 14:00-18:00; Sa 10:00-14:00",,DE,Schlachtensee,,,,info@tierarztpraxis-am-schlachtensee.de,,,,Dr. Katharina Gröndahl,,,,,,+49 30 80905830,https://www.tierarztpraxis-am-schlachtensee.de,,,,,,,,,,,,,,,,,,,,,,2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1,12049,Lucy-Lameck-Straße,veterinary,Tierarztpraxis am Hermannplatz,,,,,,,,,,,,,,,,,,,,https://www.tierarztpraxis-am-hermannplatz.de,,2024-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Dr. L. Chelminski,,"Mo-Tu,Th-Fr,Su 08:30-11:00,15:30-17:30",no,,,+49 30 4954038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,68,10713,Blissestraße,veterinary,Tierarztpraxis PD Dr. med. vet. Thomas Göbel,,,,DE,Wilmersdorf,,https://www.tierarzt-goebel.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,19,10713,Mansfelder Straße,veterinary,Berliner Tierarztpraxis,,,,DE,Wilmersdorf,,https://www.berliner-tierarztpraxis.de/,,,,,,Dr. med. vet. S. Heinemann;Beatrix Strathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,6,10711,Bornimer Straße,veterinary,Naturheilkunde für Tiere,,,,DE,Halensee,,,,,,,,Petra Clausius,,,,,,,,,2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,76,13439,Quickborner Straße,veterinary,Tierärztliche Gemeinschaftspraxis Blessing & Richter,,Mo-Fr 09:00-19:00; Sa 09:00-11:00; Su off,,DE,Märkisches Viertel,,,,,,,,,,,info@ta-blessing-richter.de,+49 30 40710152,,+49 30 40710151,https://ta-blessing-richter.de/,,,,,,,,,,,,,,,,,,,,,,,required,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,7,12161,Rotdornstraße,veterinary,Katharina Dralle,,,,DE,Friedenau,,,,,,,,,,,,,,+49 30 8527705,https://www.dr-dralle-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,11,13467,Berliner Straße,veterinary,Tierarztpraxis Matthias Müller,,"Mo-Fr 11:00-13:00, 18:00-20:00; Sa-Su11:00-13:00; PH 11:00-13:00",yes,,,+49 30 4034440,https://tierarzt-matthiasmueller.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,5,10557,Bartningallee,veterinary,Tierarztpraxis Galina Schirow GmbH,,"Mo-Fr 10:00-13:00,16:00-19:00",limited,,,+49 30 39886966,https://www.vetpraxis-schirow.de/,,,,+493039746074,,,,survey,,,,,,,2024-05-14,,,,,0,,,,yes,,,,,,,,,,,,,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,
Berlin,22,10825,Kufsteiner Straße,veterinary,Dr. Kurt Helmich;Dr. Dieter Oelke,,,,DE,Wilmersdorf,,https://tiermedizinzentrum.de/,,,,,,,,,,,,,,,2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Am Schlosspark,,"Mo-Fr 10:00-12:00,16:00-19:00; Sa 10:00-12:00",,,,,,,,,,,,,,,,,+49 30 475 316 93,https://tierarzt-schlosspark.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,3,12107,Birnhornweg,veterinary,Tierärztliche Gemeinschaftspraxis für Kleintiere,,,,DE,Mariendorf,,,,,,,,Thomas Hübner;Birte Nannen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,19,10999,Liegnitzer Straße,veterinary,Tierärzte-Kreuzberg,,"Mo-Fr 10:00-24:00,16:00-20:00; PH,Sa,Su 10:00-24:00",,,,,,,,,,,,,,tierarztpraxis.liegnitzerstr@t-online.de,,,+49 30 6126474,http://www.tieraerzte-kreuzberg.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,13,13189,Elsa-Brändström-Straße,veterinary,Tierarztpraxis Dr. Dirk Mauch,,,yes,,,+49 30 4710133,http://www.elsavet.de/,,,,,,Dr. Dirk Mauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Tierarztpraxis am Amalienpark,,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-15:00",no,,,,https://www.tierarztpraxis-amalienpark.de/,,,,,,,,,,,,,,,2024-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,29,12051,Altenbraker Straße,veterinary,Tierarztpraxis Sarah Watson,,"We,Fr 09:00-15:00; Sa 10:00-12:00; Mo 09:00-17:00; Tu,Th 11:00-19:00",no,DE,Neukölln,,,,,,,,,,,info@tierarzt-watson.de,,,+49 30 6257209,https://www.tierarzt-watson.de/,,2025-03-29,2025-03-29,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,
Berlin,27,10365,Fanningerstraße,veterinary,4 Pfoten,,"Mo 09:00-12:00,16:00-19:00; Tu 17:00-20:00; We 09:00-12:00; Th 09:00-12:00,16:00-19:00; Fr 09:00-12:00,14:00-16:00; Sa 10:00-12:00",,,,+49 30 553 15 72,https://www.praxis4pfoten.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,44,10249,Auerstraße,veterinary,Tierarztpraxis Friedrichshain,,Mo 09:00-15:00; Tu-We 12:00-15:00; Th 10:30-15:00; Fr 09:00-15:00,,,,+49 30 78 08 34 85,https://www.tierarztpraxis-friedrichshain.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,47,13189,Eschengraben,veterinary,Praxis für Kleintiermedizin Janine Lenk,,"Mo,Tu,Th 13:00-19:00; We 17:00-21:00; Fr 10:00-14:00",,DE,Pankow,,,,,,,,,,,,,,+49 30 91203200,https://www.kleintiermedizin-lenk.de,,,,,,,,,,,,,,,,practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,Finowstraße,veterinary,Peter Vogel,,"Tu, We 10:00-15:00; Th 10:00-12:00; Mo, Fr 10:00-12:00, 16:00-19:00",,,,+49 30 29776835,https://www.drpetervogel.de/,,,,,,,,,,,,,,,2024-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,leashed,,,,,,,,,,,,,,,,,,
Berlin,16,12163,Zimmermannstraße,veterinary,Dr. Karin Block,,,,DE,Steglitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,48,13088,Bizetstraße,veterinary,Tierarztpraxis im Komponistenviertel,,Mo-Sa 10:00-12:00; Mo-Tu 16:00-19:00; Th-Fr 16:00-19:00,,,,+49309273441,https://www.tierarztpraxis-peters-weissensee.de/,,,,,,Dr. med. vet Anja Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,30,12247,Bruchwitzstraße,veterinary,Tierarztpraxis Lankwitz,,"Mo-Tu,Th-Fr 10:00-13:00,15:00-18:00; We,Sa 09:00-12:00",limited,DE,,+49 30 77208260,https://www.tierarztpraxis-lankwitz.de/,,info@tierarztpraxis-lankwitz.de,,+49 30 77208261,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,25,12045,Weichselstraße,veterinary,Tierärztliche Praxis Beck,,"Mo-Fr 09:00-11:00,15:00-19:00",no,DE,Neukölln,,,,,,,,,,,,,,+49 30 6239664,,,2025-08-05,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,38,12249,Marchandstraße,veterinary,Tierarztpraxis Marion Bickert,,"Mo-Fr 09:00-11:00,16:00-18:00; Sa 09:30-10:30",,DE,Lankwitz,,,,,,,,,,,office@tierarztpraxis-bickert.de,,,+49 30 7755462,https://www.tierarztpraxis-bickert.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Teresa Lankes,,"Mo,We,Fr 09:00-11:00, Mo-Fr 16:00-18:00",,,,,,,,,,,,,,,,,,,,2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Patrick O. Bolz,,"Mo-Fr 10:00-12:00,16:00-19:00; PH,Sa,Su 10:00-12:00",,,,,,,,,,,,,,,,,,,,2025-07-26,2024-02-18,,,,,,,Patrick O. Bolz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Tierarztpraxis Kaulsdorf-Süd,,"Tu,Th,Sa 10:00-12:00, Mo,Tu,Th 15:00-20:00, We,Fr 15:00-19:00; PH off",,,,+49 30 5666176,https://tierarztpraxis-kaulsdorf-sued.de/,,juraske@tierarztpraxis-kaulsdorf-sued.de,,+49 30 5666508,,Friederike Juraske,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,1995,,,,yes,,,,,,,,,,,,,,,,,,,,,,
Berlin,33,10717,Gasteiner Straße,veterinary,Tierarztpraxis Gasteiner Straße,,,,DE,Wilmersdorf,,https://tierarztpraxis-gasteiner-strasse.de/,,,,,,Dr. Heike Hübner;Dr. Carolin Hallmann,,,,,,,,,2025-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Valera,,24/7,,,,,https://valera.vet/,,,,,,,,,,,,,,,,,,Tierklinik/ Tierärzte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39,,Hausvaterweg,veterinary,Tieraztpraxis am Tierheim Berlin,,"Mo-Fr 10:00-20:00; Sa,Su 10:00-17:00; PH 11:00-14:00",,,,+493093662200,https://tierarztpraxis-am-tierheim.de/,,,,,,,,,,,,,,,,,,Wir bieten die haustierärztliche Versorgung und sind Ihr Ansprechpartner in speziellen Fragestellungen. 5 Tierärzte mit verschiedenen Fachrichtungen unter einem Dach. 365 Tage im Jahr für Sie da.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,76,14050,Soorstraße,veterinary,Praxis für Tierzahnheilkunde,,"""nach Vereinbarung""",,,,,https://rux.vet/,,,,,,Dr. med. vet. Helmut Rux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Tierarztpraxis Birkenstein  Dr. med. vet H. Fuhrmann und Team,,"Mo-Fr 09:30-11:00, Mo,Tu,Th,Fr 16:30-19:00, Sa 14:00-16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,57,13125,Alt-Buch,veterinary,Tierarztpraxis Alt-Buch,,"Mo,Fr 09:00-16:00; Tu-Th 09:00-12:00, Tu,Th 16:00-19:00; Sa[1] 10:00-12:00; PH off",,,,+4930 911 42 778,https://www.tierarztpraxis-alt-buch.de/,,,,,,Tierärztin Lydia Klemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
